ID,PRODUCT,PROD_LVL,SPECIALTY,SP_SOURCE,WEEK,INDICATION,MARKET_FLAG,METRIC,TOTAL_RX,MONTH,YEAR,pred,month,predicted,residuals,anomaly,upper_threshold,lower_threshold,residual_category
N8cnUSrM,Brand11,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,MOTRX,485.00868,10,2023,0,Oct,320.07132,320.0570179282663,False,443.9109860429177,97.72145605539521,Not Anomalous
FAh8F7ga,Brand42,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,74.694,10,2023,0,Oct,122.87751,122.87530753788852,False,196.92156822148078,-91.22790094453462,Not Anomalous
QzI3cAC7,Brand2,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,4.5111,10,2023,0,Oct,270.73004,270.7299084832323,False,880.7691904681461,-42.670717241491175,Not Anomalous
PiBoguRg,Brand11,2,NP,MEDICAL BENEFIT,2023-10-02,Indication4,Not Available,MOTRX,472.34707,10,2023,1,Oct,521.8293,521.8153563742948,True,140.7325730300751,87.4564080642982,Low
55N9ctVG,Brand17,2,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,6.7616,10,2023,0,Oct,15.704716,15.704516346660272,False,51.83342000231979,-18.61149783965362,Not Anomalous
vF8WUnKg,Brand7,2,NP,PHARMACY,2023-10-02,Indication9,Not Available,TRX,161.0877,10,2023,0,Oct,117.71865,117.71390075814729,False,193.35035223445252,42.0847699717664,Not Anomalous
9ny778s2,Brand19,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,160.6303,10,2023,0,Oct,78.404335,78.39959844979208,False,292.10532469319065,-135.29902194013542,Not Anomalous
21LX7teW,Brand10,1,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,429.909,10,2023,0,Oct,187.89772,187.88504343218574,False,392.44951255269325,-168.89288065501583,Not Anomalous
V8soLXUX,Brand42,2,NP,PHARMACY,2023-10-02,Indication9,Not Available,TRX,1.762,10,2023,0,Oct,15.267058,15.267006415673832,False,21.45825188029856,-6.4961904734000875,Not Anomalous
ASokLg9o,Brand29,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,137.1021,10,2023,0,Oct,159.40276,159.39871295090163,False,293.5189575057194,-139.32459948002827,Not Anomalous
3wkAVYK3,Brand29,1,PED,PHARMACY,2023-10-02,Indication7,Not Available,NBRX,0.0,10,2023,0,Oct,3.3182456,3.3182456493377686,False,40.79391264604274,-15.670882681862379,Not Anomalous
nsj6gFGZ,Brand41,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,MOTRX,1.3215,10,2023,0,Oct,7.3857703,7.385731353274539,False,21.923247993731717,-7.152179805193992,Not Anomalous
XTsXczd1,Brand41,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,41.0031,10,2023,0,Oct,11.228862,11.227652733385865,False,13.02752841853386,8.052894632783117,Not Anomalous
Y6jqaz27,Brand10,1,NP,MEDICAL BENEFIT,2023-10-02,Indication4,Not Available,NBRX,39.9916,10,2023,0,Oct,67.62035,67.61917444985889,False,75.08999610891607,-9.02668050183291,Not Anomalous
SG4pa4vW,Brand3,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,976.5382,10,2023,0,Oct,580.914,580.8852058785104,False,1620.6820271826532,-665.3348644967823,Not Anomalous
Xu5sgD7L,Brand5,1,NP,PHARMACY,2023-10-02,Indication8,Not Available,TRX,3.4559,10,2023,0,Oct,8.641436,8.641333717614396,False,21.245122977264614,-8.004792889712297,Not Anomalous
rZbO0zi6,Brand4,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,537.6068,10,2023,1,Oct,504.34662,504.33076601798416,True,288.7441716294287,-130.99930904426353,Low
NlSRqXJt,Brand21,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,24.3617,10,2023,0,Oct,4.801687,4.800968400226215,False,172.84274930950252,-16.891442760103352,Not Anomalous
dgfNt43r,Brand17,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,0.0,10,2023,0,Oct,5.091621,5.091620922088623,False,51.83342000231979,-18.61149783965362,Not Anomalous
odVUIPTb,Brand3,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,801.8635,10,2023,0,Oct,468.08423,468.06058363451154,False,1620.6820271826532,-665.3348644967823,Not Anomalous
2bXpkxU9,Brand22,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,29.0016,10,2023,1,Oct,18.059675,18.058820034484693,True,11.085945650626197,-3.397190028241699,Low
HawOrhrs,Brand42,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,4.3719,10,2023,0,Oct,5.526847,5.5267179696552455,False,196.92156822148078,-91.22790094453462,Not Anomalous
JWJ3ULtx,Brand39,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,TRX,94.1126,10,2023,0,Oct,116.539444,116.53666883251395,False,216.58793470022945,-103.7363803526998,Not Anomalous
9G6WAsTI,Brand5,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,17.6525,10,2023,0,Oct,16.629868,16.629347027132717,False,375.74961421255836,-132.92452464111378,Not Anomalous
eDfihHNS,Brand11,1,PED,PHARMACY,2023-10-02,Indication5,Other Market,MOTRX,485.00868,10,2023,0,Oct,324.91193,324.89762461771943,False,443.9109860429177,97.72145605539521,Not Anomalous
kfBzDwdx,Brand42,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,353.8813,10,2023,1,Oct,344.7706,344.76016432078256,True,196.92156822148078,-91.22790094453462,Low
JDsaBr3r,Brand8,1,PED,PHARMACY,2023-10-02,Indication7,Not Available,MOTRX,13.7906,10,2023,0,Oct,16.514605,16.514197919347918,False,17.880223177937737,15.148811853537069,Not Anomalous
XZD0UMQl,Brand10,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,0.0,10,2023,0,Oct,19.711628,19.711627960205078,False,392.44951255269325,-168.89288065501583,Not Anomalous
hjvToiPD,Brand5,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,354.3695,10,2023,0,Oct,133.50034,133.48988625315198,False,375.74961421255836,-132.92452464111378,Not Anomalous
truIQT2U,Brand24,1,NP,PHARMACY,2023-10-02,Indication6,Oral Market,NBRX,1.1487,10,2023,1,Oct,82.248665,82.2486309837644,True,811.5136623518252,229.6276598318585,Low
YUuvZyjd,Brand30,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,TRX,424.1029839,10,2023,0,Oct,198.72304,198.71053201939952,False,343.69769611326853,31.167153338722365,Not Anomalous
OoWvf7Gn,Brand24,1,NP,PHARMACY,2023-10-02,Indication6,Oral Market,NBRX,68.4511,10,2023,1,Oct,82.248665,82.24664641002255,True,811.5136623518252,229.6276598318585,Low
j2VkjfzD,Brand24,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,361.3435,10,2023,0,Oct,274.1087,274.0980485278476,False,776.8827245862092,-314.96926459322975,Not Anomalous
xLUXUuJc,Brand1,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,2.7095,10,2023,0,Oct,7.40579,7.405709955993704,False,57.787813152372564,-26.98313125457329,Not Anomalous
wJGomYu3,Brand5,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,TRX,20.5363,10,2023,0,Oct,2648.5867,2648.586064359492,False,3084.2034326979974,2181.375307818692,Not Anomalous
x8Vr67v4,Brand30,1,PED,PHARMACY,2023-10-02,Indication5,Other Market,MOTRX,7659.700133,10,2023,0,Oct,9376.243,9376.01729931244,False,10095.03672097255,-4415.422300930661,Not Anomalous
76gYYEcG,Brand6,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,TRX,13.5047,10,2023,0,Oct,299.22256,299.2221664785838,False,363.12155297098025,235.31108429285723,Not Anomalous
WqbjIPHS,Brand7,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,MOTRX,2918.1101,10,2023,0,Oct,1714.7145,1714.6284300180187,False,2310.04323190115,1119.2369807750852,Not Anomalous
PQUtor0c,Brand16,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,2.5558,10,2023,0,Oct,-2.511438,2.511513256846894,False,33.115266890434974,-14.135551075795071,Not Anomalous
ARaNhg2B,Brand2,1,NP,PHARMACY,2023-10-02,Indication8,Not Available,TRX,12.7772,10,2023,1,Oct,26.542027,26.541649753187357,True,24.76198414517757,-4.452844531349141,Low
rJQXrNCq,Brand2,1,NP,PHARMACY,2023-10-02,Indication8,Not Available,MOTRX,15.6505,10,2023,0,Oct,10.155085,10.154623117210251,False,24.76198414517757,-4.452844531349141,Not Anomalous
GzKBP5e1,Brand5,1,NP,PHARMACY,2023-10-02,Indication4,Other Market,MOTRX,371.9439,10,2023,0,Oct,107.66259,107.6516223630369,False,143.37394210807065,39.86859400169184,Not Anomalous
NoOQmhUN,Brand29,1,NP,MEDICAL BENEFIT,2023-10-02,Indication6,Not Available,MOTRX,359.2585,10,2023,1,Oct,238.25473,238.24413662043423,True,136.45421051312053,95.4946301447433,Low
i9TMSbvO,Brand31,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,NBRX,2.8322,10,2023,0,Oct,52.88287,52.88278620620464,False,89.58288798209841,16.182851458819556,Not Anomalous
DpxNcH3T,Brand29,1,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,TRX,59.8764,10,2023,0,Oct,58.75436,58.75259459877021,False,293.5189575057194,-139.32459948002827,Not Anomalous
R2LYDebw,Brand14,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,7.1849,10,2023,1,Oct,18.811384,18.811172336927903,True,322.9545118223428,69.06095090083511,Low
uLF7SFqC,Brand42,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,1.762,10,2023,0,Oct,52.84695,52.846898574182134,False,196.92156822148078,-91.22790094453462,Not Anomalous
wbSnUsDu,Brand19,2,NP,PHARMACY,2023-10-02,Indication8,Other Market,MOTRX,1.332,10,2023,1,Oct,-4.295425,4.295464215437548,True,6.988331100454779,6.450602357688114,Low
zuqjWxgM,Brand17,2,NP,PHARMACY,2023-10-02,Indication6,IV Market,MOTRX,11.5071,10,2023,0,Oct,6.62556,6.625220492200405,False,27.45660335116999,-8.834492532505731,Not Anomalous
BPO6GsBS,Brand29,1,PED,PHARMACY,2023-10-02,Indication7,Not Available,NBRX,9.5588,10,2023,0,Oct,3.3182456,3.3179637850434247,False,40.79391264604274,-15.670882681862379,Not Anomalous
AQAxkZR5,Brand5,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,TRX,5.6884,10,2023,0,Oct,91.632126,91.63195811828555,False,143.37394210807065,39.86859400169184,Not Anomalous
MPhx8NDi,Brand22,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,TRX,204.2234,10,2023,0,Oct,171.13371,171.12769074858048,False,375.5928323853961,-111.54087612718035,Not Anomalous
S1YlNtwn,Brand41,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,TRX,15.987,10,2023,0,Oct,12.133084,12.132612881890216,False,21.923247993731717,-7.152179805193992,Not Anomalous
VIajHGV7,Brand22,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,1.6686,10,2023,0,Oct,45.024017,45.02396813128513,False,154.95284581366096,-64.90609141254717,Not Anomalous
fmL25jdx,Brand1,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,NBRX,1.7328,10,2023,1,Oct,1.6806666,1.6806154701038476,True,22.195404620174493,8.389916761709861,Low
L6HUwOWb,Brand6,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,2.676,10,2023,1,Oct,54.248055,54.247975596074276,True,363.12155297098025,235.31108429285723,Low
ahct5ETy,Brand3,2,NP,PHARMACY,2023-10-02,Indication10,Not Available,NBRX,0.0,10,2023,0,Oct,3.8233242,3.823324203491211,False,19.10483886156835,-1.9800994628754605,Not Anomalous
ScvWbs8l,Brand16,2,NP,PHARMACY,2023-10-02,Indication6,IV Market,NBRX,0.0,10,2023,0,Oct,0.170339,0.17033900320529938,False,21.549611418820778,-10.628508236426383,Not Anomalous
n5XH2wB2,Brand6,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,NBRX,0.0,10,2023,1,Oct,5.9202614,5.920261383056641,True,5.899207851310766,3.7982856114331636,Low
ziivP3qK,Brand2,1,PED,PHARMACY,2023-10-02,Indication7,Other Market,TRX,32.0751,10,2023,0,Oct,1313.9827,1313.9817202038676,False,1535.2198882427615,1092.6814676559084,Not Anomalous
NRfJFTJE,Brand2,1,PED,PHARMACY,2023-10-02,Indication7,Other Market,MOTRX,32.0751,10,2023,0,Oct,1370.2206,1370.21963524293,False,1535.2198882427615,1092.6814676559084,Not Anomalous
PvaduKXt,Brand4,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,0.0,10,2023,0,Oct,147.77805,147.77804565429688,False,288.7441716294287,-130.99930904426353,Not Anomalous
DGvdfniB,Brand24,1,NP,PHARMACY,2023-10-02,Indication8,Not Available,TRX,7.5996,10,2023,0,Oct,6.7270966,6.726872465064639,False,12.460837272836505,-4.400841787738714,Not Anomalous
qZVYf8de,Brand16,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,NBRX,0.0,10,2023,0,Oct,1.6176766,1.6176766157150269,False,22.443450509895722,-8.930341422251761,Not Anomalous
lbijdJ4N,Brand3,2,NP,PHARMACY,2023-10-02,Indication10,Not Available,TRX,1.9027,10,2023,0,Oct,6.2870646,6.287008446604232,False,19.10483886156835,-1.9800994628754605,Not Anomalous
TL78I90E,Brand6,1,NP,PHARMACY,2023-10-02,Indication10,Not Available,MOTRX,33.9868,10,2023,0,Oct,2.4811013,2.480099091643242,False,18.97484434299668,-5.896687104188908,Not Anomalous
4pLG0ZLe,Brand24,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,228.036,10,2023,0,Oct,243.3448,243.338078664473,False,776.8827245862092,-314.96926459322975,Not Anomalous
ITjZqmuq,Brand21,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,MOTRX,12.007,10,2023,0,Oct,11.008174,11.007819887184262,False,15.597467620295141,-3.0138685262165312,Not Anomalous
UXqy7qlw,Brand10,1,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,9.9979,10,2023,0,Oct,187.89772,187.89742552469616,False,392.44951255269325,-168.89288065501583,Not Anomalous
gsBY0AcX,Brand3,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,TRX,198.0822,10,2023,0,Oct,78.51587,78.51002820875854,False,143.681884303362,13.349748277303245,Not Anomalous
Ma9bcxOz,Brand5,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,NBRX,1.3848,10,2023,0,Oct,4.2511106,4.251069719570345,False,29.72608121322922,-5.052455791108195,Not Anomalous
jUWtlqE0,Brand4,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,16.1835,10,2023,0,Oct,304.49118,304.49070321035504,False,392.8787112823734,138.2974840400093,Not Anomalous
9XcjGK8H,Brand41,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,TRX,70.5893,10,2023,0,Oct,119.30776,119.30568065007269,False,198.92280110371036,-6.434932638993,Not Anomalous
4YTck4z7,Brand36,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,3.7959,10,2023,0,Oct,1.3118026,1.3116906943807691,False,25.039579050707857,-6.25774073878798,Not Anomalous
b26VReg4,Brand24,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,TRX,5.2907,10,2023,0,Oct,11.058715,11.058558857576159,False,17.495377668304787,3.6437482742870366,Not Anomalous
oWfkwR6O,Brand4,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,MOTRX,103.1858,10,2023,0,Oct,32.781536,32.778493419876284,False,98.26994850765409,-32.708241732519994,Not Anomalous
CQVtsg4d,Brand11,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,449.96471,10,2023,1,Oct,1170.2814,1170.2681037745574,True,238.70029624963223,-104.52701260645057,Low
H0LtcGlF,Brand5,2,NP,PHARMACY,2023-10-02,Indication10,Not Available,NBRX,1.3848,10,2023,0,Oct,12.4715395,12.471498663204379,False,29.72608121322922,-5.052455791108195,Not Anomalous
YSPN5MWI,Brand29,1,PED,PHARMACY,2023-10-02,Indication5,Other Market,NBRX,60.7886,10,2023,0,Oct,53.24641,53.24461787124946,False,194.4742444229126,-87.9814236831665,Not Anomalous
RxqfCbmh,Brand1,2,NP,MEDICAL BENEFIT,2023-10-02,Indication4,IV Market,MOTRX,939.8012,10,2023,1,Oct,891.2868,891.259091892019,True,22.195404620174493,8.389916761709861,Low
gPb0QCC6,Brand6,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,NBRX,1.6063,10,2023,1,Oct,5.9202614,5.920214017423297,True,5.899207851310766,3.7982856114331636,Low
iVP38g9x,Brand2,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,NBRX,1.4849,10,2023,0,Oct,3.6597373,3.6596935626952525,False,59.61108656263379,-0.7628865687145732,Not Anomalous
gSfV1KfI,Brand15,2,NP,PHARMACY,2023-10-02,Indication8,Other Market,NBRX,0.0,10,2023,0,Oct,-2.3253715,2.325371503829956,False,5.326928863873403,0.7636866684846519,Not Anomalous
dOyoD6Wl,Brand19,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,1.3575,10,2023,0,Oct,8.71646,8.716420198801604,False,292.10532469319065,-135.29902194013542,Not Anomalous
bccpxrF5,Brand8,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,NBRX,0.0,10,2023,0,Oct,5.0784664,5.078466415405273,False,16.075031543719255,-5.918340368165124,Not Anomalous
hoFnnUMJ,Brand12,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,0.0,10,2023,0,Oct,5.403839,5.403839111328125,False,99.54772001860876,-42.24116687376067,Not Anomalous
6wpaFcSA,Brand4,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,TRX,3.2829,10,2023,0,Oct,6.50333,6.503233426480989,False,11.294889070732108,-1.5997076326675495,Not Anomalous
NVuqrTNJ,Brand19,2,NP,PHARMACY,2023-10-02,Indication9,Other Market,NBRX,0.0,10,2023,0,Oct,6.703459,6.703458786010742,False,8.074612179400269,5.332305392621215,Not Anomalous
SNPOtQeo,Brand3,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,NBRX,0.0,10,2023,0,Oct,-0.054936755,0.05493675544857979,False,10.350998592868072,-4.684085797958402,Not Anomalous
0P4Zsexr,Brand7,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,977.3142,10,2023,0,Oct,539.9092,539.8803612189333,False,858.5434385235567,-45.14210360195126,Not Anomalous
dmg82907,Brand6,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,TRX,135.6698,10,2023,0,Oct,299.22256,299.21856414568583,False,363.12155297098025,235.31108429285723,Not Anomalous
SwsrbDFl,Brand23,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,24.8264,10,2023,0,Oct,1.6022546,1.601522562796565,False,378.7970615599523,-174.69513995800122,Not Anomalous
VXP107x1,Brand9,2,NP,MEDICAL BENEFIT,2023-10-02,Indication6,IV Market,NBRX,40.63,10,2023,0,Oct,28.634642,28.633443573702095,False,71.64529082410328,-27.20318358744363,Not Anomalous
J7Wi4Ptf,Brand15,2,NP,PHARMACY,2023-10-02,Indication8,Other Market,MOTRX,12.58,10,2023,0,Oct,-3.0450096,3.0453805647070724,False,5.326928863873403,0.7636866684846519,Not Anomalous
Qk6rKrNO,Brand14,1,NP,PHARMACY,2023-10-02,Indication6,Oral Market,MOTRX,196.2816,10,2023,0,Oct,226.74203,226.73624707528083,False,322.9545118223428,69.06095090083511,Not Anomalous
TKsSLLhs,Brand42,2,NP,PHARMACY,2023-10-02,Indication9,Not Available,NBRX,3.8265,10,2023,0,Oct,2.921704,2.9215912202885526,False,21.45825188029856,-6.4961904734000875,Not Anomalous
dq2JnVEs,Brand40,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,24.3428,10,2023,0,Oct,6.922235,6.921517205829358,False,312.71430504849684,-126.35250182656388,Not Anomalous
0hTllgyc,Brand24,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,228.036,10,2023,0,Oct,230.96375,230.95702092521518,False,776.8827245862092,-314.96926459322975,Not Anomalous
z80R8Aoz,Brand36,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,3.6687,10,2023,0,Oct,13.14698,13.146872105168251,False,25.039579050707857,-6.25774073878798,Not Anomalous
vtfgzC8J,Brand7,2,NP,PHARMACY,2023-10-02,Indication8,Not Available,NBRX,0.0,10,2023,0,Oct,4.5124364,4.512436389923096,False,11.148186254312048,-2.1233134744658546,Not Anomalous
qGvAUoO1,Brand14,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,TRX,18.8588,10,2023,0,Oct,30.791672,30.791115655683782,False,56.95137780514939,6.692021426898864,Not Anomalous
gXjM4C6e,Brand5,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,TRX,21.1346,10,2023,0,Oct,12.337446,12.336823008065533,False,29.72608121322922,-5.052455791108195,Not Anomalous
Wxsv0yME,Brand14,2,NP,PHARMACY,2023-10-02,Indication8,Not Available,MOTRX,6.1296,10,2023,1,Oct,17.96539,17.96520850565523,True,14.820487694840809,-7.161193343813656,Low
0AzxNUld,Brand6,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,152.9551,10,2023,0,Oct,171.53015,171.52564111680798,False,275.4341934946946,46.025933864332565,Not Anomalous
8thqA3q8,Brand1,2,NP,PHARMACY,2023-10-02,Indication6,IV Market,TRX,54.8321,10,2023,0,Oct,22.954767,22.953150370331628,False,56.04531939384237,-10.135956638811756,Not Anomalous
r1nu5x65,Brand8,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,1483.5191,10,2023,1,Oct,754.3545,754.310747045404,True,310.00238077510187,-143.0454858679891,Low
1TXee5Uv,Brand4,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,1.9853,10,2023,0,Oct,67.82494,67.82488500111717,False,288.7441716294287,-130.99930904426353,Not Anomalous
ixmqi5uy,Brand41,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,2.8168,10,2023,0,Oct,11.228862,11.228778748628688,False,13.02752841853386,8.052894632783117,Not Anomalous
hahfeyVu,Brand23,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,2.3684,10,2023,0,Oct,106.45854,106.45847203212553,False,378.7970615599523,-174.69513995800122,Not Anomalous
Llm5xOZz,Brand30,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,3.279142925,10,2023,0,Oct,15.624161,15.624064073156088,False,157.98094614774894,-74.92370164492505,Not Anomalous
SjUoiLv7,Brand14,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,TRX,1039.369,10,2023,1,Oct,685.11993,685.0892857778772,True,131.16046499938008,-23.447068729885956,Low
w5OceIQy,Brand9,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,3.7084,10,2023,0,Oct,46.66939,46.66928228095346,False,170.32578306059065,-76.98723126968281,Not Anomalous
TmJhSwt0,Brand30,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,147.5447799,10,2023,0,Oct,58.068226,58.063875146565636,False,343.69769611326853,31.167153338722365,Not Anomalous
17QDy62u,Brand31,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,12.8961,10,2023,0,Oct,7.3030434,7.302663092836941,False,309.71705830050826,-141.98453460345465,Not Anomalous
WPv1BQy8,Brand40,2,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,249.8724,10,2023,0,Oct,103.29347,103.28610419909648,False,312.71430504849684,-126.35250182656388,Not Anomalous
HrxXmbs4,Brand4,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,TRX,13.911,10,2023,0,Oct,6.50333,6.502920031294699,False,11.294889070732108,-1.5997076326675495,Not Anomalous
r5RyaBdG,Brand29,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,102.3214,10,2023,0,Oct,121.25474,121.25172066050605,False,136.45421051312053,95.4946301447433,Not Anomalous
fKGqA3i7,Brand22,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,MOTRX,4123.8909,10,2023,0,Oct,5018.869,5018.747537746137,False,7543.456468481244,-3475.250365552553,Not Anomalous
AuEMu7L1,Brand6,1,PED,PHARMACY,2023-10-02,Indication7,Not Available,NBRX,3.0874,10,2023,1,Oct,12.529233,12.529141939378365,True,95.65068256032423,53.982840216205055,Low
SGsjuYk5,Brand6,1,NP,PHARMACY,2023-10-02,Indication10,Not Available,MOTRX,1.5259,10,2023,0,Oct,2.4811013,2.4810562796451103,False,18.97484434299668,-5.896687104188908,Not Anomalous
YVKp9eb9,Brand6,1,NP,PHARMACY,2023-10-02,Indication8,Not Available,NBRX,1.5143,10,2023,0,Oct,3.1980503,3.1980056077525814,False,19.739871462091248,-5.218142188289328,Not Anomalous
hwut9yyi,Brand3,1,NP,PHARMACY,2023-10-02,Indication4,Oral Market,TRX,41.9242,10,2023,0,Oct,93.738945,93.73770877107606,False,143.681884303362,13.349748277303245,Not Anomalous
LiI0cfoa,Brand10,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,NBRX,0.0,10,2023,0,Oct,7.125652,7.125651836395264,False,75.08999610891607,-9.02668050183291,Not Anomalous
EUDVH3FX,Brand2,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,454.0543,10,2023,0,Oct,535.1167,535.1033103315609,False,661.4502986383714,301.70721085807037,Not Anomalous
QtPWlxST,Brand22,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,145.298,10,2023,1,Oct,156.21663,156.21234456601965,True,154.95284581366096,-64.90609141254717,Low
oMHWLhAI,Brand7,2,PED,PHARMACY,2023-10-02,Indication7,Not Available,NBRX,144.6665,10,2023,1,Oct,84.77227,84.76800436163809,True,1484.605313047449,1143.8478006637208,Low
BoF7ROV7,Brand6,1,NP,PHARMACY,2023-10-02,Indication10,Not Available,NBRX,0.0,10,2023,0,Oct,6.539163,6.539163112640381,False,18.97484434299668,-5.896687104188908,Not Anomalous
0hCPQdox,Brand17,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,NBRX,2.0002,10,2023,0,Oct,3.973605,3.9735459368004693,False,27.523288991818426,-6.43512327683897,Not Anomalous
QkbcKbQ3,Brand4,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,3.0166,10,2023,0,Oct,0.631248,0.6311590455504212,False,288.7441716294287,-130.99930904426353,Not Anomalous
y9Qphc83,Brand35,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,NBRX,9.3174,10,2023,0,Oct,-0.69660044,0.6968751831968754,False,275.13596584104795,-137.89454536333199,Not Anomalous
8PhwdGZF,Brand30,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,TRX,50.7373953,10,2023,0,Oct,198.72304,198.72154160513864,False,343.69769611326853,31.167153338722365,Not Anomalous
q4KRzH7U,Brand4,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,MOTRX,364.5431,10,2023,0,Oct,238.53304,238.52228584495637,False,342.84920920789625,37.507714131607685,Not Anomalous
LS7k6Rag,Brand14,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,38.9408,10,2023,1,Oct,18.811384,18.81023593755301,True,322.9545118223428,69.06095090083511,Low
